source_pdf,appendix,table_no,table_type,age_range_label,age_min_months,age_max_months,source_pages,scale_code,raw_score,raw_score_min,raw_score_max,raw_score_range_text,development_age_months_label,development_age_months,development_age_comparator,composite_code,composite_name,standard_score_sum,standard_score_sum_label,value_text,value_comparator,value_number,ocr_status,ocr_raw_candidates
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,FM,17,,,,,,,,,,,23,=,23,OCR草稿，需人工校对,23
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,GM,17,,,,,,,,,,,4,=,4,OCR草稿，需人工校对,4
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,VMI,17,,,,,,,,,,,11,=,11,OCR草稿，需人工校对；候选值冲突,11 11;11
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,AE,17,,,,,,,,,,,101,=,101,OCR草稿，需人工校对,1011
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,SR,17,,,,,,,,,,,10,=,10,OCR草稿，需人工校对,10
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,VMI,18,,,,,,,,,,,12,=,12,OCR草稿，需人工校对,12
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,PSC,18,,,,,,,,,,,10,=,10,OCR草稿，需人工校对,10;10
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,CVP,19,,,,,,,,,,,555,=,555,OCR草稿，需人工校对,5555;5 555
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,EL,19,,,,,,,,,,,99,=,99,OCR草稿，需人工校对,99;99
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,FM,19,,,,,,,,,,,34,=,34,OCR草稿，需人工校对；候选值冲突,122334;34
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,GM,19,,,,,,,,,,,456,=,456,OCR草稿，需人工校对,45 6
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,VMI,19,,,,,,,,,,,13,=,13,OCR草稿，需人工校对；候选值冲突,12 13;13
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,AE,19,,,,,,,,,,,101,=,101,OCR草稿，需人工校对；候选值冲突,1011|1112;1112
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,SR,19,,,,,,,,,,,101,=,101,OCR草稿，需人工校对；候选值冲突,1011 11 12;111112
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,CMB,19,,,,,,,,,,,667,=,667,OCR草稿，需人工校对,6677
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,PB,19,,,,,,,,,,,16,=,16,OCR草稿，需人工校对,16
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,PSC,19,,,,,,,,,,,11,=,11,OCR草稿，需人工校对；候选值冲突,11;12;11;12
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,AB,19,,,,,,,,,,,991,=,991,OCR草稿，需人工校对,99 1010;991010
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,CVP,20,,,,,,,,,,,6,=,6,OCR草稿，需人工校对,6;6
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,EL,20,,,,,,,,,,,10,=,10,OCR草稿，需人工校对,10;10
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,FM,20,,,,,,,,,,,4,=,4,OCR草稿，需人工校对,4;4
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,VMI,20,,,,,,,,,,,13,=,13,OCR草稿，需人工校对,13;13
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,AE,20,,,,,,,,,,,12,=,12,OCR草稿，需人工校对,12
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,SR,20,,,,,,,,,,,12,=,12,OCR草稿，需人工校对,12
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,PB,20,,,,,,,,,,,17,=,17,OCR草稿，需人工校对,17
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,PSC,20,,,,,,,,,,,13,=,13,OCR草稿，需人工校对,13;13
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,CVP,21,,,,,,,,,,,6,=,6,OCR草稿，需人工校对,6;6
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,EL,21,,,,,,,,,,,10,=,10,OCR草稿，需人工校对,10;10
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,FM,21,,,,,,,,,,,5,=,5,OCR草稿，需人工校对,5
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,GM,21,,,,,,,,,,,7,=,7,OCR草稿，需人工校对,7
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,AE,21,,,,,,,,,,,12,=,12,OCR草稿，需人工校对,12
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,SR,21,,,,,,,,,,,12,=,12,OCR草稿，需人工校对；候选值冲突,12;13
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,CMB,21,,,,,,,,,,,8,=,8,OCR草稿，需人工校对,8;8
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,PB,21,,,,,,,,,,,18,=,18,OCR草稿，需人工校对,18
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,PSC,21,,,,,,,,,,,14,=,14,OCR草稿，需人工校对,14;14
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,AB,21,,,,,,,,,,,11,=,11,OCR草稿，需人工校对,11;11;11;11
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,CVP,22,,,,,,,,,,,6,=,6,OCR草稿，需人工校对,6;6
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,EL,22,,,,,,,,,,,10,=,10,OCR草稿，需人工校对,10;10
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,FM,22,,,,,,,,,,,5,=,5,OCR草稿，需人工校对,5;5;5
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,GM,22,,,,,,,,,,,77,=,77,OCR草稿，需人工校对,77
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,AE,22,,,,,,,,,,,13,=,13,OCR草稿，需人工校对；候选值冲突,13|14;13;14
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,SR,22,,,,,,,,,,,13,=,13,OCR草稿，需人工校对；候选值冲突,13;14
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,CMB,22,,,,,,,,,,,8,=,8,OCR草稿，需人工校对；候选值冲突,8;9;8
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,PSC,22,,,,,,,,,,,15,=,15,OCR草稿，需人工校对,15
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,AB,22,,,,,,,,,,,12,=,12,OCR草稿，需人工校对,12
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,CVP,23,,,,,,,,,,,6,=,6,OCR草稿，需人工校对,6;6
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,EL,23,,,,,,,,,,,10,=,10,OCR草稿，需人工校对,10;10
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,FM,23,,,,,,,,,,,5,=,5,OCR草稿，需人工校对,5;5
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,GM,23,,,,,,,,,,,8,=,8,OCR草稿，需人工校对,8;8
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,SR,23,,,,,,,,,,,14,=,14,OCR草稿，需人工校对,14;14
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,CMB,23,,,,,,,,,,,9,=,9,OCR草稿，需人工校对,9;9;9
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,PSC,23,,,,,,,,,,,15,=,15,OCR草稿，需人工校对,15;15
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,AB,23,,,,,,,,,,,12,=,12,OCR草稿，需人工校对,12;12;12
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,CVP,24,,,,,,,,,,,6,=,6,OCR草稿，需人工校对,6
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,EL,24,,,,,,,,,,,11,=,11,OCR草稿，需人工校对,11;11
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,FM,24,,,,,,,,,,,6,=,6,OCR草稿，需人工校对,6
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,SR,24,,,,,,,,,,,14,=,14,OCR草稿，需人工校对,14
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,PSC,24,,,,,,,,,,,16,=,16,OCR草稿，需人工校对；候选值冲突,16;15
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,AB,24,,,,,,,,,,,13,=,13,OCR草稿，需人工校对,13;13
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,CVP,25,,,,,,,,,,,7,=,7,OCR草稿，需人工校对；候选值冲突,7;6;7
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,EL,25,,,,,,,,,,,11,=,11,OCR草稿，需人工校对,11;11
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,RL,25,,,,,,,,,,,999,=,999,OCR草稿，需人工校对,9991010
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,FM,25,,,,,,,,,,,6,=,6,OCR草稿，需人工校对,6;6;6
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,GM,25,,,,,,,,,,,9,=,9,OCR草稿，需人工校对,9;9
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,SR,25,,,,,,,,,,,15,=,15,OCR草稿，需人工校对,15;15
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,CMB,25,,,,,,,,,,,10,=,10,OCR草稿，需人工校对,10;10
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,PSC,25,,,,,,,,,,,16,=,16,OCR草稿，需人工校对,16
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,AB,25,,,,,,,,,,,13,=,13,OCR草稿，需人工校对,13
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,CVP,26,,,,,,,,,,,7,=,7,OCR草稿，需人工校对,7;7
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,RL,26,,,,,,,,,,,10,=,10,OCR草稿，需人工校对；候选值冲突,1010;999101010：;10
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,FM,26,,,,,,,,,,,7,=,7,OCR草稿，需人工校对,7;7
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,GM,26,,,,,,,,,,,10,=,10,OCR草稿，需人工校对,10;10
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,CMB,26,,,,,,,,,,,11,=,11,OCR草稿，需人工校对,11;11
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,PSC,26,,,,,,,,,,,17,=,17,OCR草稿，需人工校对,17;17
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,AB,26,,,,,,,,,,,14,=,14,OCR草稿，需人工校对；候选值冲突,14;13
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,CVP,27,,,,,,,,,,,7,=,7,OCR草稿，需人工校对,7;7
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,EL,27,,,,,,,,,,,11,=,11,OCR草稿，需人工校对,11;11
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,RL,27,,,,,,,,,,,11,=,11,OCR草稿，需人工校对,11;11
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,FM,27,,,,,,,,,,,7,=,7,OCR草稿，需人工校对,7
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,GM,27,,,,,,,,,,,10,=,10,OCR草稿，需人工校对,10
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,CMB,27,,,,,,,,,,,11,=,11,OCR草稿，需人工校对,11;11
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,PSC,27,,,,,,,,,,,18,=,18,OCR草稿，需人工校对,18;18
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,AB,27,,,,,,,,,,,14,=,14,OCR草稿，需人工校对,14
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,EL,28,,,,,,,,,,,11,=,11,OCR草稿，需人工校对,11;11
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,RL,28,,,,,,,,,,,11,=,11,OCR草稿，需人工校对,11;11
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,FM,28,,,,,,,,,,,8,=,8,OCR草稿，需人工校对,8;8
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,GM,28,,,,,,,,,,,10,=,10,OCR草稿，需人工校对,10
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,CMB,28,,,,,,,,,,,12,=,12,OCR草稿，需人工校对,12;12
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,AB,28,,,,,,,,,,,15,=,15,OCR草稿，需人工校对,15;15
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,CVP,29,,,,,,,,,,,7,=,7,OCR草稿，需人工校对,7～;7;7
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,EL,29,,,,,,,,,,,12,=,12,OCR草稿，需人工校对,12;12
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,RL,29,,,,,,,,,,,11,=,11,OCR草稿，需人工校对,11
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,FM,29,,,,,,,,,,,8,=,8,OCR草稿，需人工校对,8;8
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,GM,29,,,,,,,,,,,11,=,11,OCR草稿，需人工校对,11;11
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,CMB,29,,,,,,,,,,,12,=,12,OCR草稿，需人工校对,12;12
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,AB,29,,,,,,,,,,,15,=,15,OCR草稿，需人工校对,15;15
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,CVP,30,,,,,,,,,,,7,=,7,OCR草稿，需人工校对,7;7
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,EL,30,,,,,,,,,,,12,=,12,OCR草稿，需人工校对,12;12
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,RL,30,,,,,,,,,,,11,=,11,OCR草稿，需人工校对,11
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,FM,30,,,,,,,,,,,9,=,9,OCR草稿，需人工校对,9;9
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,GM,30,,,,,,,,,,,12,=,12,OCR草稿，需人工校对,12;12
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,CMB,30,,,,,,,,,,,13,=,13,OCR草稿，需人工校对,13;13
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,AB,30,,,,,,,,,,,16,=,16,OCR草稿，需人工校对,16;16
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,CVP,31,,,,,,,,,,,8,=,8,OCR草稿，需人工校对,8
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,EL,31,,,,,,,,,,,12,=,12,OCR草稿，需人工校对,12;12
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,RL,31,,,,,,,,,,,12,=,12,OCR草稿，需人工校对；候选值冲突,12;111112
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,FM,31,,,,,,,,,,,9,=,9,OCR草稿，需人工校对,9;9
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,GM,31,,,,,,,,,,,12,=,12,OCR草稿，需人工校对,12;12
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,CMB,31,,,,,,,,,,,13,=,13,OCR草稿，需人工校对,13;13
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,AB,31,,,,,,,,,,,16,=,16,OCR草稿，需人工校对,16;16
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,CVP,32,,,,,,,,,,,8,=,8,OCR草稿，需人工校对,8
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,EL,32,,,,,,,,,,,12,=,12,OCR草稿，需人工校对,12;12
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,RL,32,,,,,,,,,,,12,=,12,OCR草稿，需人工校对,12;12
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,FM,32,,,,,,,,,,,10,=,10,OCR草稿，需人工校对,10;10
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,EL,33,,,,,,,,,,,13,=,13,OCR草稿，需人工校对,13
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,EL,34,,,,,,,,,,,13,=,13,OCR草稿，需人工校对,13;13;13
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,RL,34,,,,,,,,,,,12,=,12,OCR草稿，需人工校对,12;12;12
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,FM,34,,,,,,,,,,,10,=,10,OCR草稿，需人工校对,10;10
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,CVP,35,,,,,,,,,,,888,=,888,OCR草稿，需人工校对,8888;8888
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,EL,35,,,,,,,,,,,13,=,13,OCR草稿，需人工校对,13;13
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,RL,35,,,,,,,,,,,13,=,13,OCR草稿，需人工校对；候选值冲突,13;12;13
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,34,FM,35,,,,,,,,,,,11,=,11,OCR草稿，需人工校对,11;11;11;11
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,35,CVP,36,,,,,,,,,,,9,=,9,OCR草稿，需人工校对,9;9
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,35,EL,36,,,,,,,,,,,13,=,13,OCR草稿，需人工校对,13;13
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,35,RL,36,,,,,,,,,,,13,=,13,OCR草稿，需人工校对,13
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,35,FM,36,,,,,,,,,,,11,=,11,OCR草稿，需人工校对,11
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,35,CVP,37,,,,,,,,,,,9,=,9,OCR草稿，需人工校对,9;9
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,35,EL,37,,,,,,,,,,,13,=,13,OCR草稿，需人工校对,13;13
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,35,RL,37,,,,,,,,,,,13,=,13,OCR草稿，需人工校对,13;13
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,35,FM,37,,,,,,,,,,,12,=,12,OCR草稿，需人工校对,12;12
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,35,CVP,38,,,,,,,,,,,9,=,9,OCR草稿，需人工校对,9;9
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,35,EL,38,,,,,,,,,,,14,=,14,OCR草稿，需人工校对,14;14
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,35,RL,38,,,,,,,,,,,13,=,13,OCR草稿，需人工校对,13;13
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,35,FM,38,,,,,,,,,,,12,=,12,OCR草稿，需人工校对,12;12
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,35,CVP,39,,,,,,,,,,,9,=,9,OCR草稿，需人工校对,9;9
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,35,EL,39,,,,,,,,,,,14,=,14,OCR草稿，需人工校对,14;14
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,35,FM,39,,,,,,,,,,,13,=,13,OCR草稿，需人工校对,13;13
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,35,CVP,40,,,,,,,,,,,9,=,9,OCR草稿，需人工校对,9;9
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,35,EL,40,,,,,,,,,,,14,=,14,OCR草稿，需人工校对,14;14
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,35,FM,40,,,,,,,,,,,13,=,13,OCR草稿，需人工校对,13;13
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,35,CVP,41,,,,,,,,,,,10,=,10,OCR草稿，需人工校对,10;10
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,35,EL,41,,,,,,,,,,,14,=,14,OCR草稿，需人工校对,14;14
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,35,CVP,42,,,,,,,,,,,10,=,10,OCR草稿，需人工校对,10;10
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,35,EL,42,,,,,,,,,,,15,=,15,OCR草稿，需人工校对,15;15
PEP-3常模(2025).pdf,附表3,3.5,raw_score_to_scaled_score,4岁0个月-4岁5个月,48,53,35,CVP,43,,,,,,,,,,,10,=,10,OCR草稿，需人工校对,10;10
