source_pdf,appendix,table_no,table_type,age_range_label,age_min_months,age_max_months,source_pages,scale_code,raw_score,raw_score_min,raw_score_max,raw_score_range_text,development_age_months_label,development_age_months,development_age_comparator,composite_code,composite_name,standard_score_sum,standard_score_sum_label,value_text,value_comparator,value_number,ocr_status,ocr_raw_candidates
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,,13,<14,<12,,<,,,,,<14,,,OCR草稿，需人工校对,<14
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,,1,<2,<12,,<,,,,,<2,,,OCR草稿，需人工校对,<2
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,RL,,,16,<17,<12,,<,,,,,<17,,,OCR草稿，需人工校对,<17
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,FM,,,17,<18,<12,,<,,,,,<18,,,OCR草稿，需人工校对,<18
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,GM,,,20,<21,<12,,<,,,,,<21,,,OCR草稿，需人工校对,<21
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,VMI,,,8,<9,<12,,<,,,,,<9,,,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,PSC,,,1,<2,<12,,<,,,,,<2,,,OCR草稿，需人工校对,<2
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,14,14,14,12,12,=,,,,,14,,,OCR草稿，需人工校对,14-15
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,2,2,2,12,12,=,,,,,2,,,OCR草稿，需人工校对,2-3
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,RL,,17,17,17,12,12,=,,,,,17,,,OCR草稿，需人工校对,17
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,FM,,18,18,18,12,12,=,,,,,18,,,OCR草稿，需人工校对,18-19
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,GM,,21,21,21,12,12,=,,,,,21,,,OCR草稿，需人工校对,21
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,VMI,,9,9,9,12,12,=,,,,,9,,,OCR草稿，需人工校对,9
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,PSC,,2,2,2,12,12,=,,,,,2,,,OCR草稿，需人工校对,2
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,16,16,16,13,13,=,,,,,16,,,OCR草稿，需人工校对,16
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,4,4,4,13,13,=,,,,,4,,,OCR草稿，需人工校对,4
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,RL,,18,18,18,13,13,=,,,,,18,,,OCR草稿，需人工校对,18
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,FM,,20,20,20,13,13,=,,,,,20,,,OCR草稿，需人工校对,20
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,GM,,22,22,22,13,13,=,,,,,22,,,OCR草稿，需人工校对,22
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,17,17,17,14,14,=,,,,,17,,,OCR草稿，需人工校对,17-18
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,5,5,5,14,14,=,,,,,5,,,OCR草稿，需人工校对,5
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,VMI,,10,10,10,14,14,=,,,,,10,,,OCR草稿，需人工校对,10
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,PSC,,3,3,3,14,14,=,,,,,3,,,OCR草稿，需人工校对,3
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,19,19,19,15,15,=,,,,,19,,,OCR草稿，需人工校对,19
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,6,6,6,15,15,=,,,,,6,,,OCR草稿，需人工校对,6
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,RL,,19,19,19,15,15,=,,,,,19,,,OCR草稿，需人工校对,19
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,FM,,21,21,21,15,15,=,,,,,21,,,OCR草稿，需人工校对,21
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,PSC,,4,4,4,15,15,=,,,,,4,,,OCR草稿，需人工校对,4
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,20,20,20,16,16,=,,,,,20,,,OCR草稿，需人工校对,20-21
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,7,7,7,16,16,=,,,,,7,,,OCR草稿，需人工校对,7-8
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,RL,,20,20,20,16,16,=,,,,,20,,,OCR草稿，需人工校对,20
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,FM,,22,22,22,16,16,=,,,,,22,,,OCR草稿，需人工校对,22
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,22,22,22,17,17,=,,,,,22,,,OCR草稿，需人工校对,22-23
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,9,9,9,17,17,=,,,,,9,,,OCR草稿，需人工校对,9
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,FM,,23,23,23,17,17,=,,,,,23,,,OCR草稿，需人工校对,23
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,GM,,23,23,23,17,17,=,,,,,23,,,OCR草稿，需人工校对,23
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,VMI,,11,11,11,17,17,=,,,,,11,,,OCR草稿，需人工校对,11
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,24,24,24,18,18,=,,,,,24,,,OCR草稿，需人工校对,24
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,10,10,10,18,18,=,,,,,10,,,OCR草稿，需人工校对,10
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,RL,,21,21,21,18,18,=,,,,,21,,,OCR草稿，需人工校对,21
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,25,25,25,19,19,=,,,,,25,,,OCR草稿，需人工校对,25-26
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,11,11,11,19,19,=,,,,,11,,,OCR草稿，需人工校对,11
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,FM,,24,24,24,19,19,=,,,,,24,,,OCR草稿，需人工校对,24
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,VMI,,12,12,12,19,19,=,,,,,12,,,OCR草稿，需人工校对,12
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,PSC,,7,7,7,19,19,=,,,,,7,,,OCR草稿，需人工校对,7
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,27,27,27,20,20,=,,,,,27,,,OCR草稿，需人工校对,27
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,12,12,12,20,20,=,,,,,12,,,OCR草稿，需人工校对,12
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,RL,,22,22,22,20,20,=,,,,,22,,,OCR草稿，需人工校对,22
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,FM,,25,25,25,20,20,=,,,,,25,,,OCR草稿，需人工校对,25
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,GM,,24,24,24,20,20,=,,,,,24,,,OCR草稿，需人工校对,24
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,PSC,,8,8,8,20,20,=,,,,,8,,,OCR草稿，需人工校对,8
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,28,28,28,21,21,=,,,,,28,,,OCR草稿，需人工校对,28
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,13,13,13,21,21,=,,,,,13,,,OCR草稿，需人工校对,13
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,RL,,23,23,23,21,21,=,,,,,23,,,OCR草稿，需人工校对,23
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,29,29,29,22,22,=,,,,,29,,,OCR草稿，需人工校对,29-30
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,14,14,14,22,22,=,,,,,14,,,OCR草稿，需人工校对,14
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,RL,,24,24,24,22,22,=,,,,,24,,,OCR草稿，需人工校对,24
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,FM,,26,26,26,22,22,=,,,,,26,,,OCR草稿，需人工校对,26
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,VMI,,13,13,13,22,22,=,,,,,13,,,OCR草稿，需人工校对,13
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,31,31,31,23,23,=,,,,,31,,,OCR草稿，需人工校对,31
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,15,15,15,23,23,=,,,,,15,,,OCR草稿，需人工校对,15
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,FM,,27,27,27,23,23,=,,,,,27,,,OCR草稿，需人工校对,27
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,PSC,,10,10,10,23,23,=,,,,,10,,,OCR草稿，需人工校对,10
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,32,32,32,24,24,=,,,,,32,,,OCR草稿，需人工校对,32-33
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,16,16,16,24,24,=,,,,,16,,,OCR草稿，需人工校对,16
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,RL,,25,25,25,24,24,=,,,,,25,,,OCR草稿，需人工校对,25
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,GM,,25,25,25,24,24,=,,,,,25,,,OCR草稿，需人工校对,25
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,PSC,,11,11,11,24,24,=,,,,,11,,,OCR草稿，需人工校对,11
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,34,34,34,25,25,=,,,,,34,,,OCR草稿，需人工校对,34
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,17,17,17,25,25,=,,,,,17,,,OCR草稿，需人工校对,17
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,FM,,28,28,28,25,25,=,,,,,28,,,OCR草稿，需人工校对,28
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,GM,,26,26,26,25,25,=,,,,,26,,,OCR草稿，需人工校对,26
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,35,35,35,26,26,=,,,,,35,,,OCR草稿，需人工校对,35
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,18,18,18,26,26,=,,,,,18,,,OCR草稿，需人工校对,18
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,RL,,26,26,26,26,26,=,,,,,26,,,OCR草稿，需人工校对,26
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,VMI,,14,14,14,26,26,=,,,,,14,,,OCR草稿，需人工校对,14
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,PSC,,12,12,12,26,26,=,,,,,12,,,OCR草稿，需人工校对,12
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,36,36,36,27,27,=,,,,,36,,,OCR草稿，需人工校对,36
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,19,19,19,27,27,=,,,,,19,,,OCR草稿，需人工校对,19
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,FM,,29,29,29,27,27,=,,,,,29,,,OCR草稿，需人工校对,29
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,PSC,,13,13,13,27,27,=,,,,,13,,,OCR草稿，需人工校对,13
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,37,37,37,28,28,=,,,,,37,,,OCR草稿，需人工校对,37-38
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,20,20,20,28,28,=,,,,,20,,,OCR草稿，需人工校对,20
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,RL,,27,27,27,28,28,=,,,,,27,,,OCR草稿，需人工校对,27
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,39,39,39,29,29,=,,,,,39,,,OCR草稿，需人工校对,39
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,21,21,21,29,29,=,,,,,21,,,OCR草稿，需人工校对,21
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,FM,,30,30,30,29,29,=,,,,,30,,,OCR草稿，需人工校对,30
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,GM,,27,27,27,29,29,=,,,,,27,,,OCR草稿，需人工校对,27
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,VMI,,15,15,15,29,29,=,,,,,15,,,OCR草稿，需人工校对,15
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,PSC,,14,14,14,29,29,=,,,,,14,,,OCR草稿，需人工校对,14
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,40,40,40,30,30,=,,,,,40,,,OCR草稿，需人工校对,40
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,RL,,28,28,28,30,30,=,,,,,28,,,OCR草稿，需人工校对,28
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,FM,,31,31,31,30,30,=,,,,,31,,,OCR草稿，需人工校对,31
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,41,41,41,31,31,=,,,,,41,,,OCR草稿，需人工校对,41
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,22,22,22,31,31,=,,,,,22,,,OCR草稿，需人工校对,22
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,GM,,28,28,28,31,31,=,,,,,28,,,OCR草稿，需人工校对,28
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,PSC,,15,15,15,31,31,=,,,,,15,,,OCR草稿，需人工校对,15
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,42,42,42,32,32,=,,,,,42,,,OCR草稿，需人工校对,42
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,23,23,23,32,32,=,,,,,23,,,OCR草稿，需人工校对,23
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,RL,,29,29,29,32,32,=,,,,,29,,,OCR草稿，需人工校对,29
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,FM,,32,32,32,32,32,=,,,,,32,,,OCR草稿，需人工校对,32
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,43,43,43,33,33,=,,,,,43,,,OCR草稿，需人工校对,43-44
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,24,24,24,33,33,=,,,,,24,,,OCR草稿，需人工校对,24
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,VMI,,16,16,16,33,33,=,,,,,16,,,OCR草稿，需人工校对,16
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,PSC,,16,16,16,33,33,=,,,,,16,,,OCR草稿，需人工校对,16
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,45,45,45,34,34,=,,,,,45,,,OCR草稿，需人工校对,45
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,25,25,25,34,34,=,,,,,25,,,OCR草稿，需人工校对,25
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,RL,,30,30,30,34,34,=,,,,,30,,,OCR草稿，需人工校对,30
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,FM,,33,33,33,34,34,=,,,,,33,,,OCR草稿，需人工校对,33
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,46,46,46,35,35,=,,,,,46,,,OCR草稿，需人工校对,46
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,26,26,26,35,35,=,,,,,26,,,OCR草稿，需人工校对,26
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,47,47,47,36,36,=,,,,,47,,,OCR草稿，需人工校对,47
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,RL,,31,31,31,36,36,=,,,,,31,,,OCR草稿，需人工校对,31
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,48,48,48,37,37,=,,,,,48,,,OCR草稿，需人工校对,48
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,27,27,27,37,37,=,,,,,27,,,OCR草稿，需人工校对,27
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,FM,,34,34,34,37,37,=,,,,,34,,,OCR草稿，需人工校对,34
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,49,49,49,38,38,=,,,,,49,,,OCR草稿，需人工校对,49
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,28,28,28,38,38,=,,,,,28,,,OCR草稿，需人工校对,28
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,RL,,33,33,33,38,38,=,,,,,33,,,OCR草稿，需人工校对,33
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,GM,,29,29,29,38,38,=,,,,,29,,,OCR草稿，需人工校对,29
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,VMI,,17,17,17,38,38,=,,,,,17,,,OCR草稿，需人工校对,17
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,PSC,,18,18,18,38,38,=,,,,,18,,,OCR草稿，需人工校对,18
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,50,50,50,39,39,=,,,,,50,,,OCR草稿，需人工校对,50
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,29,29,29,39,39,=,,,,,29,,,OCR草稿，需人工校对,29
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,FM,,35,35,35,39,39,=,,,,,35,,,OCR草稿，需人工校对,35
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,51,51,51,40,40,=,,,,,51,,,OCR草稿，需人工校对,51
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,VMI,,18,18,18,40,40,=,,,,,18,,,OCR草稿，需人工校对,18
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,PSC,,19,19,19,40,40,=,,,,,19,,,OCR草稿，需人工校对,19
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,52,52,52,41,41,=,,,,,52,,,OCR草稿，需人工校对,52
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,30,30,30,41,41,=,,,,,30,,,OCR草稿，需人工校对,30
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,RL,,34,34,34,41,41,=,,,,,34,,,OCR草稿，需人工校对,34
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,31,31,31,42,42,=,,,,,31,,,OCR草稿，需人工校对,31
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,FM,,36,36,36,42,42,=,,,,,36,,,OCR草稿，需人工校对,36
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,53,53,53,43,43,=,,,,,53,,,OCR草稿，需人工校对,53
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,RL,,35,35,35,43,43,=,,,,,35,,,OCR草稿，需人工校对,35
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,GM,,30,30,30,43,43,=,,,,,30,,,OCR草稿，需人工校对,30
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,VMI,,19,19,19,43,43,=,,,,,19,,,OCR草稿，需人工校对,19
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,54,54,54,44,44,=,,,,,54,,,OCR草稿，需人工校对,54
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,32,32,32,44,44,=,,,,,32,,,OCR草稿，需人工校对,32
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,PSC,,20,20,20,44,44,=,,,,,20,,,OCR草稿，需人工校对,20
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,55,55,55,45,45,=,,,,,55,,,OCR草稿，需人工校对,55
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,33,33,33,45,45,=,,,,,33,,,OCR草稿，需人工校对,33
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,FM,,37,37,37,45,45,=,,,,,37,,,OCR草稿，需人工校对,37
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,56,56,56,46,46,=,,,,,56,,,OCR草稿，需人工校对,56
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,RL,,36,36,36,46,46,=,,,,,36,,,OCR草稿，需人工校对,36
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,57,57,57,47,47,=,,,,,57,,,OCR草稿，需人工校对,57
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,34,34,34,47,47,=,,,,,34,,,OCR草稿，需人工校对,34
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,VMI,,20,20,20,47,47,=,,,,,20,,,OCR草稿，需人工校对,20
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,FM,,38,38,38,48,48,=,,,,,38,,,OCR草稿，需人工校对,38
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,PSC,,21,21,21,48,48,=,,,,,21,,,OCR草稿，需人工校对,21
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,58,58,58,49,49,=,,,,,58,,,OCR草稿，需人工校对,58
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,35,35,35,49,49,=,,,,,35,,,OCR草稿，需人工校对,35
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,CVP,,59,59,59,50,50,=,,,,,59,,,OCR草稿，需人工校对,59
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,EL,,36,36,36,50,50,=,,,,,36,,,OCR草稿，需人工校对,36
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,2,RL,,37,37,37,51,51,=,,,,,37,,,OCR草稿，需人工校对,37
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,3,CVP,,61,61,61,53,53,=,,,,,61,,,OCR草稿，需人工校对,61
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,3,EL,,38,38,38,54,54,=,,,,,38,,,OCR草稿，需人工校对,38
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,3,PSC,,22,22,22,54,54,=,,,,,22,,,OCR草稿，需人工校对,22
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,3,CVP,,62,62,62,55,55,=,,,,,62,,,OCR草稿，需人工校对,62
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,3,EL,,39,39,39,56,56,=,,,,,39,,,OCR草稿，需人工校对,39
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,3,RL,,38,38,38,56,56,=,,,,,38,,,OCR草稿，需人工校对,38
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,3,CVP,,63,63,63,57,57,=,,,,,63,,,OCR草稿，需人工校对,63
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,3,EL,,40,40,40,58,58,=,,,,,40,,,OCR草稿，需人工校对,40
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,3,FM,,40,40,40,58,58,=,,,,,40,,,OCR草稿，需人工校对,40
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,3,CVP,,64,64,64,59,59,=,,,,,64,,,OCR草稿，需人工校对,64
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,3,PSC,,23,23,23,60,60,=,,,,,23,,,OCR草稿，需人工校对,23
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,3,EL,,41,41,41,61,61,=,,,,,41,,,OCR草稿，需人工校对,41
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,3,CVP,,65,65,65,62,62,=,,,,,65,,,OCR草稿，需人工校对,65
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,3,EL,,42,42,42,63,63,=,,,,,42,,,OCR草稿，需人工校对,42
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,3,CVP,,66,66,66,65,65,=,,,,,66,,,OCR草稿，需人工校对,66
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,3,EL,,43,43,43,66,66,=,,,,,43,,,OCR草稿，需人工校对,43
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,3,PSC,,24,24,24,66,66,=,,,,,24,,,OCR草稿，需人工校对,24
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,3,CVP,,67,67,67,68,68,=,,,,,67,,,OCR草稿，需人工校对,67
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,3,EL,,44,44,44,68,68,=,,,,,44,,,OCR草稿，需人工校对,44
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,3,EL,,45,45,45,71,71,=,,,,,45,,,OCR草稿，需人工校对,45
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,3,EL,,46,46,46,75,75,=,,,,,46,,,OCR草稿，需人工校对,46
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,3,PSC,,25,25,25,75,75,=,,,,,25,,,OCR草稿，需人工校对,25
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,3,CVP,,68,68,68,76,76,=,,,,,68,,,OCR草稿，需人工校对,68
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,3,EL,,47,47,47,78,78,=,,,,,47,,,OCR草稿，需人工校对,47
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,3,EL,,48,48,48,82,82,=,,,,,48,,,OCR草稿，需人工校对,48
